EstacaoCodigo;NivelConsistencia;Data;TipoMedicaoChuvas;Maxima;Total;DiaMaxima;NumDiasDeChuva;MaximaStatus;TotalStatus;NumDiasDeChuvaStatus;TotalAnual;TotalAnualStatus;Chuva01;Chuva02;Chuva03;Chuva04;Chuva05;Chuva06;Chuva07;Chuva08;Chuva09;Chuva10;Chuva11;Chuva12;Chuva13;Chuva14;Chuva15;Chuva16;Chuva17;Chuva18;Chuva19;Chuva20;Chuva21;Chuva22;Chuva23;Chuva24;Chuva25;Chuva26;Chuva27;Chuva28;Chuva29;Chuva30;Chuva31;Chuva01Status;Chuva02Status;Chuva03Status;Chuva04Status;Chuva05Status;Chuva06Status;Chuva07Status;Chuva08Status;Chuva09Status;Chuva10Status;Chuva11Status;Chuva12Status;Chuva13Status;Chuva14Status;Chuva15Status;Chuva16Status;Chuva17Status;Chuva18Status;Chuva19Status;Chuva20Status;Chuva21Status;Chuva22Status;Chuva23Status;Chuva24Status;Chuva25Status;Chuva26Status;Chuva27Status;Chuva28Status;Chuva29Status;Chuva30Status;Chuva31Status,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2247057;1;01/02/1957;1;42,1;192,3;11;14;1;1;0;1438;1;0,0;0,0;6,2;27,6;0,0;1,2;0,0;16,1;18,0;3,2;42,1;0,9;0,0;0,0;13,9;7,3;30,2;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;9,4;15,8;0,4;;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;,,,,
2247057;1;01/01/1957;1;82,6;314,6;10;16;1;1;0;1438;1;0,0;0,0;0,0;1,7;11,3;0,0;0,0;0,0;5,8;82,6;22,0;0,0;0,0;4,2;13,2;36,2;68,0;6,2;9,8;0,0;0,0;0,0;0,0;1,3;1,1;7,5;0,0;39,1;0,0;0,0;4,6;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;,
2247057;1;01/12/1956;1;41,2;129,6;25;7;1;1;0;989,5;1;0,0;0,0;0,0;0,0;0,0;15,4;1,9;0,0;0,0;0,0;0,0;0,0;35,0;22,9;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;2,4;10,8;41,2;0,0;0,0;0,0;0,0;0,0;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
2247057;1;01/11/1956;1;12,0;16,2;26;2;1;1;0;989,5;1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;4,2;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;12,0;0,0;0,0;0,0;0,0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;,
2247057;1;01/10/1956;1;24,4;84,0;28;9;1;1;0;989,5;1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;3,3;24,1;0,0;0,0;0,0;0,0;0,0;0,2;0,0;0,0;0,0;0,0;12,6;0,3;0,0;0,0;0,0;24,4;0,2;17,0;1,9;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
2247057;1;01/09/1956;1;26,8;83,7;11;6;1;1;0;989,5;1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;18,4;26,8;0,0;0,0;13,4;14,2;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;3,6;0,0;0,0;7,3;0,0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;,
2247057;1;01/08/1956;1;29,2;57,1;1;4;1;1;0;989,5;1;29,2;0,0;10,4;13,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;4,5;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
2247057;1;01/07/1956;1;25,1;34,2;24;3;1;1;0;989,5;1;0,0;0,0;0,0;0,0;0,0;0,0;4,7;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;4,4;25,1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
2247057;1;01/06/1956;1;18,2;56,8;13;11;1;1;0;989,5;1;14,2;0,8;1,3;0,0;0,2;0,2;0,0;0,0;0,0;0,0;4,4;5,6;18,2;0,4;0,0;9,2;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;2,3;0,0;0,0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;,
2247057;1;01/05/1956;1;40,8;107,8;26;10;1;1;0;989,5;1;0,0;17,8;0,0;0,0;14,8;0,9;0,0;0,0;3,5;0,1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,2;4,5;0,0;0,0;23,8;40,8;1,4;0,0;0,0;0,0;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
2247057;1;01/04/1956;1;29,8;72,3;28;8;1;1;0;989,5;1;0,0;0,0;0,0;0,5;0,0;0,0;2,3;0,7;0,0;29,2;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,1;0,0;0,0;0,0;0,0;0,0;6,1;0,0;0,0;29,8;3,6;0,0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;,
2247057;1;01/03/1956;1;48,6;144,4;2;8;1;1;0;989,5;1;0,1;48,6;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;3,6;2,4;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;20,6;0,0;1,1;0,0;0,0;29,8;38,2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
2247057;1;01/02/1956;1;32,4;144,4;26;14;1;1;0;989,5;1;0,0;20,2;5,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;4,4;2,6;26,2;15,4;6,0;5,6;0,0;10,6;0,0;0,0;0,0;0,0;1,2;5,6;0,0;32,4;1,6;7,6;0,0;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;,,
2247057;1;01/01/1956;1;19,0;59,0;20;10;1;1;0;989,5;1;2,6;0,0;5,4;0,0;0,5;0,0;0,0;0,0;0,0;8,4;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;19,0;0,9;0,0;0,0;2,3;2,0;17,7;0,0;0,2;0,0;0,0;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
2247057;1;01/12/1955;1;109,4;250,6;4;13;1;1;0;1203,19995117188;1;0,0;7,4;11,4;109,4;0,0;0,0;0,0;1,2;0,0;0,0;0,0;0,0;3,4;0,0;0,0;0,0;20,2;1,3;0,0;0,0;0,0;0,0;0,0;0,0;0,0;29,6;0,9;6,7;18,9;31,8;8,4;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
2247057;1;01/11/1955;1;20,0;87,4;2;11;1;1;0;1203,19995117188;1;0,5;20,0;13,2;0,0;0,0;0,0;0,5;0,0;0,0;1,7;0,0;0,0;0,0;0,0;0,0;0,0;0,0;4,0;13,2;15,8;0,0;11,0;6,2;1,3;0,0;0,0;0,0;0,0;0,0;0,0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;,
2247057;1;01/10/1955;1;45,0;103,9;28;7;1;1;0;1203,19995117188;1;0,0;0,0;0,0;0,0;0,0;0,0;0,1;0,0;0,0;0,0;0,0;0,0;34,4;4,2;0,0;0,5;0,0;0,0;0,0;0,0;2,3;0,0;0,0;0,0;0,0;0,0;0,0;45,0;0,0;0,0;17,4;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
2247057;1;01/09/1955;1;0,8;0,8;8;1;1;1;0;1203,19995117188;1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,8;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;,
2247057;1;01/08/1955;1;34,2;82,0;27;5;1;1;0;1203,19995117188;1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,6;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;34,2;25,4;18,2;3,6;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
2247057;1;01/07/1955;1;6,0;10,6;4;4;1;1;0;1203,19995117188;1;0,0;0,0;2,9;6,0;1,4;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,3;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
2247057;1;01/06/1955;1;6,4;20,4;1;6;1;1;0;1203,19995117188;1;6,4;0,0;0,0;0,0;0,0;2,4;0,0;0,0;5,4;3,3;0,0;0,0;0,1;0,0;0,0;0,0;2,8;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;,
2247057;1;01/05/1955;1;16,2;33,5;17;7;1;1;0;1203,19995117188;1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,7;16,2;0,0;0,0;4,0;3,2;0,0;0,0;3,2;0,0;0,0;0,0;0,0;0,0;1,0;5,2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
2247057;1;01/04/1955;1;10,4;48,6;29;7;1;1;0;1203,19995117188;1;0,0;0,0;0,0;0,0;9,4;9,8;0,0;0,0;0,0;0,0;0,6;0,0;9,6;0,0;0,0;2,8;6,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;10,4;0,0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;,
2247057;1;01/03/1955;1;42,2;142,8;11;12;1;1;0;1203,19995117188;1;0,0;10,8;0,3;0,0;0,0;0,3;0,0;0,0;8,0;15,4;42,2;0,0;0,0;0,0;2,2;1,2;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;13,6;15,8;23,6;9,4;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
2247057;1;01/02/1955;1;51,0;164,9;22;10;1;1;0;1203,19995117188;1;11,2;0,0;39,8;0,0;0,0;0,0;0,0;0,9;0,0;0,0;0,0;1,1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;51,0;26,0;18,2;0,0;3,1;8,8;4,8;;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;,,,
2247057;1;01/01/1955;1;71,0;257,7;11;16;1;1;0;1203,19995117188;1;0,0;0,0;14,0;0,8;6,8;0,0;0,5;0,0;0,0;34,6;71,0;5,0;5,4;7,0;8,6;1,8;69,6;6,8;0,0;0,0;0,0;0,0;6,1;0,1;0,0;0,0;0,0;0,0;0,0;0,0;19,6;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
2247057;1;01/12/1954;1;32,8;189,0;19;12;1;1;0;1088,09997558594;1;0,0;0,0;2,1;28,6;0,0;0,0;0,0;21,4;0,0;1,5;0,0;0,0;29,8;0,0;0,0;0,0;19,4;10,2;32,8;11,6;0,0;0,2;29,6;0,0;0,0;0,0;0,0;0,0;1,8;0,0;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
2247057;1;01/11/1954;1;26,8;59,9;16;4;1;1;0;1088,09997558594;1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;7,6;24,4;26,8;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,1;0,0;0,0;0,0;0,0;0,0;0,0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;,
2247057;1;01/10/1954;1;19,4;74,7;22;10;1;1;0;1088,09997558594;1;16,2;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;4,8;0,0;0,0;0,0;4,4;0,0;1,5;4,8;0,0;0,0;0,0;4,5;19,4;0,0;0,0;0,0;0,0;0,0;17,2;0,0;0,1;1,8;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
2247057;1;01/09/1954;1;11,0;16,7;28;6;1;1;0;1088,09997558594;1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,3;0,0;0,0;0,0;0,0;0,0;1,3;0,0;0,0;0,0;0,0;0,0;0,0;1,1;11,0;1,2;1,8;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;,
2247057;1;01/08/1954;1;0,0;0,0;1;;1;1;0;1088,09997558594;1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
2247057;1;01/07/1954;1;7,0;7,0;16;1;1;1;0;1088,09997558594;1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;7,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
2247057;1;01/06/1954;1;17,8;44,1;6;6;1;1;0;1088,09997558594;1;0,0;0,0;0,0;4,1;0,0;17,8;3,8;0,0;0,0;0,0;6,4;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;2,6;0,0;0,0;9,4;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;,
2247057;1;01/05/1954;1;16,4;97,4;11;11;1;1;0;1088,09997558594;1;0,0;0,0;0,0;0,0;0,0;0,0;11,6;0,0;12,2;5,8;16,4;0,0;9,2;14,2;0,0;0,0;0,0;7,6;5,2;0,6;8,4;6,2;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
2247057;1;01/04/1954;1;7,2;12,5;3;4;1;1;0;1088,09997558594;1;0,0;0,8;7,2;2,6;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,9;0,0;0,0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;,
2247057;1;01/03/1954;1;39,6;185,4;2;12;1;1;0;1088,09997558594;1;0,0;39,6;1,2;0,0;0,0;4,8;1,4;6,6;7,6;30,4;26,8;0,0;0,0;0,0;0,0;0,0;0,0;0,0;26,6;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;7,5;0,0;1,3;31,6;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
2247057;1;01/02/1954;1;46,8;141,6;8;12;1;1;0;1088,09997558594;1;2,2;0,0;0,0;0,0;5,3;4,9;31,8;46,8;13,2;0,0;0,0;0,0;0,0;23,2;1,4;0,1;0,0;2,1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;4,0;6,6;0,0;;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;,,,
2247057;1;01/01/1954;1;88,4;259,8;4;15;1;1;0;1088,09997558594;1;0,0;0,0;5,3;88,4;13,4;40,0;9,4;0,0;12,6;1,5;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;13,6;1,6;18,4;5,4;6,2;33,0;0,0;4,6;6,4;0,0;0,0;0,0;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
2247057;1;01/12/1953;1;61,0;170,3;13;12;1;1;0;1114,90002441406;1;15,4;45,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,4;61,0;0,0;0,0;0,0;0,2;4,4;0,0;1,7;0,0;23,0;0,0;0,0;0,0;0,0;0,4;10,4;7,4;0,0;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
2247057;1;01/11/1953;1;25,2;101,4;2;11;1;1;0;1114,90002441406;1;3,7;25,2;0,0;0,5;0,0;0,0;11,8;2,2;4,2;0,0;0,0;0,0;0,0;1,8;20,8;0,0;0,0;0,0;0,0;14,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;9,2;8,0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;,
2247057;1;01/10/1953;1;32,2;100,2;19;10;1;1;0;1114,90002441406;1;0,0;0,0;2,0;0,4;6,4;0,0;3,4;13,6;0,0;0,0;0,0;0,0;2,2;0,0;0,0;0,0;16,0;6,8;32,2;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;17,2;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
2247057;1;01/09/1953;1;15,4;38,2;16;7;1;1;0;1114,90002441406;1;0,0;0,0;0,0;0,0;0,0;0,0;5,4;0,0;0,0;1,7;8,3;0,5;0,0;0,0;0,0;15,4;0,0;0,0;0,0;0,0;1,5;0,0;0,0;0,0;5,4;0,0;0,0;0,0;0,0;0,0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;,
2247057;1;01/08/1953;1;23,8;27,2;24;3;1;1;0;1114,90002441406;1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;23,8;0,0;0,0;0,0;0,0;0,0;3,2;0,2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
2247057;1;01/07/1953;1;7,2;11,5;10;3;1;1;0;1114,90002441406;1;0,0;0,0;0,0;0,7;0,0;0,0;0,0;0,0;0,0;7,2;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;3,6;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
2247057;1;01/06/1953;1;17,2;21,6;1;2;1;1;0;1114,90002441406;1;17,2;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;4,4;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;,
2247057;1;01/05/1953;1;11,2;40,5;26;8;1;1;0;1114,90002441406;1;0,0;0,0;0,0;0,0;7,2;2,9;0,0;0,0;0,0;1,5;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,1;4,6;3,4;0,0;11,2;9,6;0,0;0,0;0,0;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
2247057;1;01/04/1953;1;34,4;85,1;8;6;1;1;0;1114,90002441406;1;0,0;0,0;13,2;3,6;0,0;0,0;0,0;34,4;0,0;0,0;0,0;2,3;0,0;0,0;0,0;0,0;18,0;0,0;0,0;0,0;0,0;13,6;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;,
2247057;1;01/03/1953;1;158,6;249,9;25;17;1;1;0;1114,90002441406;1;0,0;1,4;1,8;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,9;15,8;1,1;0,0;0,0;0,9;7,2;2,5;0,0;6,4;0,2;18,0;11,8;0,5;158,6;16,4;0,0;0,0;0,6;5,8;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
2247057;1;01/02/1953;1;20,2;103,5;20;11;1;1;0;1114,90002441406;1;14,4;0,0;3,6;0,0;0,0;0,0;0,0;0,0;0,0;1,6;18,0;7,6;3,0;14,2;20,0;0,0;0,0;0,0;0,2;20,2;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,7;;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;,,,
2247057;1;01/01/1953;1;47,2;165,5;2;15;1;1;0;1114,90002441406;1;11,6;47,2;2,5;0,1;0,3;2,8;3,8;29,0;1,4;0,0;0,0;0,0;0,0;0,0;9,4;0,0;1,2;0,0;0,0;0,0;0,2;0,0;0,0;0,0;0,0;0,0;0,0;6,2;41,0;8,8;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
2247057;1;01/12/1952;1;22,2;83,9;12;15;1;1;0;901,900024414062;1;2,2;1,2;0,0;0,0;0,0;8,6;0,0;0,0;0,0;0,0;1,7;22,2;3,2;0,0;0,0;0,0;0,0;0,0;0,0;0,7;4,4;13,0;0,0;0,0;0,0;0,7;5,8;8,8;5,6;4,6;1,2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
2247057;1;01/11/1952;1;30,0;75,0;21;6;1;1;0;901,900024414062;1;0,9;0,0;0,0;0,0;0,0;0,0;0,0;0,0;3,7;0,0;1,8;0,0;0,0;0,0;0,0;0,0;0,0;26,0;0,0;12,6;30,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;,
2247057;1;01/10/1952;1;42,6;125,3;19;13;1;1;0;901,900024414062;1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,1;9,2;0,0;0,0;4,4;0,0;6,6;0,0;0,0;0,0;0,3;42,6;2,6;0,0;25,4;5,4;0,0;0,5;6,0;13,8;7,4;0,0;0,0;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
2247057;1;01/09/1952;1;15,4;50,0;19;8;1;1;0;901,900024414062;1;0,0;0,0;0,0;0,0;2,6;10,0;0,2;0,0;0,0;0,0;0,0;0,0;6,7;0,0;0,0;0,0;2,5;12,2;15,4;0,4;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;,
2247057;1;01/08/1952;1;5,2;7,9;27;3;1;1;0;901,900024414062;1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,9;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;5,2;1,8;0,0;0,0;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
2247057;1;01/07/1952;1;0,0;0,0;1;;1;1;0;901,900024414062;1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
2247057;1;01/06/1952;1;23,2;77,2;10;7;1;1;0;901,900024414062;1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;9,0;23,2;0,0;0,0;0,0;11,0;0,7;0,0;23,0;10,0;0,3;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;,
2247057;1;01/05/1952;1;4,5;4,5;24;1;1;1;0;901,900024414062;1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;4,5;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
