EstacaoCodigo;NivelConsistencia;Data;TipoMedicaoChuvas;Maxima;Total;DiaMaxima;NumDiasDeChuva;MaximaStatus;TotalStatus;NumDiasDeChuvaStatus;TotalAnual;TotalAnualStatus;Chuva01;Chuva02;Chuva03;Chuva04;Chuva05;Chuva06;Chuva07;Chuva08;Chuva09;Chuva10;Chuva11;Chuva12;Chuva13;Chuva14;Chuva15;Chuva16;Chuva17;Chuva18;Chuva19;Chuva20;Chuva21;Chuva22;Chuva23;Chuva24;Chuva25;Chuva26;Chuva27;Chuva28;Chuva29;Chuva30;Chuva31;Chuva01Status;Chuva02Status;Chuva03Status;Chuva04Status;Chuva05Status;Chuva06Status;Chuva07Status;Chuva08Status;Chuva09Status;Chuva10Status;Chuva11Status;Chuva12Status;Chuva13Status;Chuva14Status;Chuva15Status;Chuva16Status;Chuva17Status;Chuva18Status;Chuva19Status;Chuva20Status;Chuva21Status;Chuva22Status;Chuva23Status;Chuva24Status;Chuva25Status;Chuva26Status;Chuva27Status;Chuva28Status;Chuva29Status;Chuva30Status;Chuva31Status,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2247057;1;01/11/1966;1;27,5;78,8;17;6;1;1;0;1124,19995117188;1;7,5;6,8;0,0;0,0;0,0;0,0;0,0;0,0;14,6;13,7;0,0;0,0;8,7;0,0;0,0;0,0;27,5;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;,
2247057;1;01/10/1966;1;48,3;111,3;28;5;1;1;0;1124,19995117188;1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;2,6;13,9;0,0;0,0;0,0;9,1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;37,4;0,0;0,0;0,0;48,3;0,0;0,0;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
2247057;1;01/09/1966;1;37,8;56,6;2;3;1;1;0;1124,19995117188;1;0,0;37,8;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;4,2;0,0;0,0;0,0;0,0;0,0;14,6;0,0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;,
2247057;1;01/08/1966;1;8,7;18,0;12;3;1;1;0;1124,19995117188;1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;8,7;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;6,8;0,0;0,0;0,0;0,0;0,0;2,5;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
2247057;1;01/07/1966;1;20,9;24,2;31;2;1;1;0;1124,19995117188;1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;3,3;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;20,9;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
2247057;1;01/06/1966;1;0,0;0,0;1;;1;1;0;1124,19995117188;1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;,
2247057;1;01/05/1966;1;40,2;70,1;6;3;1;1;0;1124,19995117188;1;0,0;0,0;0,0;0,0;0,0;40,2;0,0;0,0;0,0;0,0;0,0;21,8;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;8,1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
2247057;1;01/04/1966;1;21,0;32,1;7;2;1;1;0;1124,19995117188;1;11,1;0,0;0,0;0,0;0,0;0,0;21,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;,
2247057;1;01/03/1966;1;78,9;161,8;26;8;1;1;0;1124,19995117188;1;0,0;4,2;0,0;0,0;0,0;5,1;42,9;9,1;7,6;0,0;0,0;0,0;0,0;0,0;0,0;7,4;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;78,9;0,0;6,6;0,0;0,0;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
2247057;1;01/02/1966;1;39,1;121,2;22;5;1;1;0;1124,19995117188;1;7,5;35,2;0,0;0,0;0,0;33,2;0,0;0,0;0,0;0,0;0,0;0,0;0,0;6,2;0,0;0,0;0,0;0,0;0,0;0,0;0,0;39,1;0,0;0,0;0,0;0,0;0,0;0,0;;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;,,,
2247057;1;01/01/1966;1;22,7;164,6;19;14;1;1;0;1124,19995117188;1;0,0;8,6;12,9;19,3;21,5;0,0;0,0;18,9;7,0;8,6;21,0;1,6;2,5;0,0;0,0;0,0;0,0;0,0;22,7;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;12,5;0,7;6,8;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
2247057;1;01/12/1965;1;42,6;265,6;15;15;1;1;0;1697,40002441406;1;0,0;0,0;6,8;0,0;16,1;8,5;11,7;23,2;6,3;42,4;35,5;17,2;14,4;0,0;42,6;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;10,7;0,0;0,0;20,2;0,0;4,4;0,0;5,6;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
2247057;1;01/11/1965;1;49,4;134,4;29;7;1;1;0;1697,40002441406;1;4,6;0,0;0,0;0,0;0,0;6,2;13,9;0,0;0,0;0,0;0,0;0,0;0,0;0,0;19,2;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;36,4;0,0;49,4;4,7;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;,
2247057;1;01/10/1965;1;48,6;198,6;1;7;1;1;0;1697,40002441406;1;48,6;19,2;0,0;0,0;0,0;0,0;0,0;7,4;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;19,0;0,0;0,0;0,0;0,0;0,0;44,6;0,0;0,0;27,0;0,0;0,0;0,0;32,8;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
2247057;1;01/09/1965;1;49,1;59,5;27;2;1;1;0;1697,40002441406;1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;49,1;10,4;0,0;0,0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;,
2247057;1;01/08/1965;1;0,0;0,0;1;;1;1;0;1697,40002441406;1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
2247057;1;01/07/1965;1;37,6;75,8;10;6;1;1;0;1697,40002441406;1;0,0;0,0;0,0;2,8;0,0;8,1;6,9;0,0;0,0;37,6;8,2;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;12,2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
2247057;1;01/06/1965;1;13,6;25,7;8;3;1;1;0;1697,40002441406;1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;13,6;0,0;0,0;0,0;0,0;0,0;0,0;0,0;4,2;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;7,9;0,0;0,0;0,0;0,0;0,0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;,
2247057;1;01/05/1965;1;26,7;82,0;19;4;1;1;0;1697,40002441406;1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;10,6;20,5;0,0;24,2;0,0;0,0;0,0;26,7;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
2247057;1;01/04/1965;1;42,5;64,9;29;2;1;1;0;1697,40002441406;1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;42,5;22,4;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;,
2247057;1;01/03/1965;1;30,0;185,1;23;9;1;1;0;1697,40002441406;1;0,0;0,0;22,1;0,0;0,0;19,7;20,2;0,0;0,0;25,8;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;24,3;0,0;0,0;30,0;5,4;0,0;28,7;8,9;0,0;0,0;0,0;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
2247057;1;01/02/1965;1;63,4;348,0;28;10;1;1;0;1697,40002441406;1;62,3;59,1;0,0;0,0;13,5;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;48,0;0,0;2,8;0,0;0,0;0,0;0,0;0,0;28,6;56,9;5,6;0,0;0,0;7,8;63,4;;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;,,,
2247057;1;01/01/1965;1;47,1;257,8;9;15;1;1;0;1697,40002441406;1;0,0;0,0;0,0;28,4;18,5;0,0;0,0;0,0;47,1;2,7;1,6;0,0;16,0;0,0;0,0;7,5;28,0;4,4;22,6;15,1;0,0;0,0;0,0;0,0;0,0;4,7;0,0;0,0;34,8;9,2;17,2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
2247057;1;01/12/1964;1;71,2;442,1;9;19;1;1;0;1568,59997558594;1;20,4;25,9;29,2;21,6;0,0;0,0;0,0;0,0;71,2;0,0;3,4;6,5;0,0;16,1;27,8;0,0;11,4;12,5;0,0;0,0;0,0;15,8;17,7;3,9;59,2;22,6;27,1;0,0;25,1;24,7;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
2247057;1;01/11/1964;1;20,1;60,8;6;5;1;1;0;1568,59997558594;1;0,0;0,0;0,0;0,0;0,0;20,1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;2,3;0,0;0,0;14,0;9,4;15,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;,
2247057;1;01/10/1964;1;37,0;243,3;30;11;1;1;0;1568,59997558594;1;32,3;3,5;0,0;0,0;0,0;0,0;36,2;8,6;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;8,4;24,1;7,9;0,0;0,0;0,0;0,0;29,8;0,0;20,6;37,0;34,9;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
2247057;1;01/09/1964;1;41,9;79,4;24;4;1;1;0;1568,59997558594;1;0,0;0,0;6,2;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;41,9;22,3;0,0;0,0;9,0;0,0;0,0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;,
2247057;1;01/08/1964;1;17,0;17,0;20;1;1;1;0;1568,59997558594;1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;17,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
2247057;1;01/07/1964;1;40,9;64,8;25;2;1;1;0;1568,59997558594;1;0,0;0,0;0,0;23,9;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;40,9;0,0;0,0;0,0;0,0;0,0;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
2247057;1;01/06/1964;1;13,1;22,7;13;3;1;1;0;1568,59997558594;1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;5,5;13,1;4,1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;,
2247057;1;01/05/1964;1;14,7;25,6;6;2;1;1;0;1568,59997558594;1;0,0;0,0;0,0;0,0;10,9;14,7;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
2247057;1;01/04/1964;1;42,2;76,4;30;2;1;1;0;1568,59997558594;1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;34,2;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;42,2;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;,
2247057;1;01/03/1964;1;40,9;49,9;1;2;1;1;0;1568,59997558594;1;40,9;0,0;0,0;0,0;9,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
2247057;1;01/02/1964;1;52,6;337,4;10;17;1;1;0;1568,59997558594;1;8,2;0,6;30,4;0,0;0,0;8,9;0,0;0,0;0,0;52,6;6,6;37,2;14,3;8,6;45,7;8,8;13,2;26,8;5,5;39,8;20,4;0,0;0,0;0,0;0,0;0,0;0,0;9,8;0,0;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;,,
2247057;1;01/01/1964;1;31,4;149,2;2;9;1;1;0;1568,59997558594;1;0,0;31,4;0,0;0,0;0,0;0,0;0,0;20,8;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;23,8;0,0;0,0;0,0;0,0;0,0;12,9;14,3;10,4;15,1;4,6;15,9;0,0;0,0;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
2247057;1;01/12/1963;1;32,1;32,1;8;1;1;1;0;987;1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;32,1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;,
2247057;1;01/11/1963;1;61,2;219,9;19;9;1;1;0;987;1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;34,7;0,0;24,8;0,0;0,0;0,0;40,9;0,0;17,0;0,0;12,5;61,2;6,5;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;4,2;18,1;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;,,
2247057;1;01/10/1963;1;96,0;159,1;22;7;1;1;0;987;1;0,0;0,0;0,0;0,0;0,0;0,0;20,4;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;7,6;0,0;3,5;0,0;96,0;3,3;0,0;0,0;0,0;12,4;15,9;0,0;0,0;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;,
2247057;1;01/09/1963;1;2,3;2,3;30;1;1;1;0;987;1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;2,3;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;,,
2247057;1;01/08/1963;1;8,7;8,7;17;1;1;1;0;987;1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;8,7;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;,
2247057;1;01/07/1963;1;0,0;0,0;1;;1;1;0;987;1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;,
2247057;1;01/06/1963;1;0,0;0,0;1;;1;1;0;987;1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;,,
2247057;1;01/05/1963;1;0,0;0,0;1;;1;1;0;987;1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;,
2247057;1;01/04/1963;1;21,4;21,4;16;1;1;1;0;987;1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;21,4;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;,,
2247057;1;01/03/1963;1;24,4;54,6;19;6;1;1;0;987;1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;24,4;0,0;10,3;0,0;0,0;7,2;5,6;6,1;0,0;0,0;0,0;0,0;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;,
2247057;1;01/02/1963;1;71,6;147,7;4;8;1;1;0;987;1;7,9;0,0;1,1;71,6;9,1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;28,1;23,2;0,0;3,3;3,4;0,0;0,0;0,0;;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;,,,,
2247057;1;01/01/1963;1;51,9;341,2;30;17;1;1;0;987;1;48,8;34,1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;22,4;17,9;0,0;2,2;0,0;6,8;0,0;16,7;12,5;2,6;4,8;0,0;30,3;0,0;3,6;35,8;28,6;0,0;16,0;0,0;51,9;6,2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;,
2247057;1;01/12/1962;1;60,2;261,1;18;10;1;1;0;1063,30004882812;1;0,0;0,0;0,0;8,5;0,0;10,1;0,0;0,0;0,0;6,8;0,0;0,0;31,9;0,0;0,0;0,0;0,0;60,2;0,0;0,0;0,0;17,7;0,0;0,0;0,0;41,8;0,0;0,0;24,1;27,6;32,4;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
2247057;1;01/11/1962;1;42,2;110,8;6;5;1;1;0;1063,30004882812;1;0,0;0,0;0,0;0,0;0,0;42,2;0,0;0,0;22,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;3,6;26,3;0,0;0,0;0,0;0,0;0,0;0,0;0,0;16,7;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;,
2247057;1;01/10/1962;1;63,0;220,4;25;17;1;1;0;1063,30004882812;1;4,1;6,8;3,9;4,0;0,0;0,0;0,0;0,0;18,5;12,2;19,1;9,8;0,0;0,0;0,0;0,0;0,0;7,9;24,2;14,6;0,0;0,0;0,0;0,0;63,0;0,0;6,2;7,1;8,5;4,2;6,3;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
2247057;1;01/09/1962;1;22,9;26,4;9;2;1;1;0;1063,30004882812;1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;22,9;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;3,5;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;,
2247057;1;01/08/1962;1;40,6;62,7;23;3;1;1;0;1063,30004882812;1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;13,5;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;40,6;8,6;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
2247057;1;01/07/1962;1;16,4;33,3;10;4;1;1;0;1063,30004882812;1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;16,4;7,8;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;7,5;0,0;0,0;0,0;1,6;0,0;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
2247057;1;01/06/1962;1;11,1;14,2;9;4;1;1;0;1063,30004882812;1;0,0;0,0;2,2;0,4;0,0;0,5;0,0;0,0;11,1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;,
2247057;1;01/05/1962;1;1,5;2,9;18;2;1;1;0;1063,30004882812;1;0,0;0,0;1,4;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,5;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
2247057;1;01/04/1962;1;2,2;3,7;29;2;1;1;0;1063,30004882812;1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,5;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;2,2;0,0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;,
2247057;1;01/03/1962;1;3,6;19,2;3;9;1;1;0;1063,30004882812;1;1,9;2,2;3,6;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;2,9;0,0;1,8;0,0;0,0;2,1;0,0;1,1;2,2;0,0;0,0;0,0;0,0;1,4;0,0;0,0;0,0;0,0;0,0;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
2247057;1;01/02/1962;1;53,7;194,3;5;11;1;1;0;1063,30004882812;1;0,0;0,0;0,0;31,2;53,7;25,9;0,0;0,0;0,0;11,7;2,1;0,0;0,0;0,0;0,0;24,7;0,0;0,0;13,6;0,0;0,0;20,9;0,8;2,6;7,1;0,0;0,0;0,0;;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;,,,
